source,row,task,category,ground_truth,is_seen,specialized_loc_prob,specialized_qa_prob,specialized_decision,unified_loc_prob,unified_qa_prob,unified_decision
Завершенные_задачи__Асфальт__,35713,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.8405,1.0,HUMAN_REVIEW,0.917,1.0,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,27493,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.999,0.9967,ACCEPT,1.0,0.9967,ACCEPT
Завершенные_задачи__Асфальт__,14446,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9493,1.0,HUMAN_REVIEW,0.9964,1.0,ACCEPT
Завершенные_задачи__Асфальт__,29439,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,38618,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,18231,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,False,0.4859,1.0,HUMAN_REVIEW,0.0261,1.0,REJECT
Завершенные_задачи__Асфальт__,425,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Асфальт__,10463,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9999,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Асфальт__,27696,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9958,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,22298,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9996,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,18210,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,10189,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9741,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Асфальт__,14110,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.8381,0.9984,HUMAN_REVIEW,0.9625,0.9984,ACCEPT
Завершенные_задачи__Асфальт__,22059,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9991,1.0,ACCEPT,0.9973,1.0,ACCEPT
Завершенные_задачи__Асфальт__,6698,Ямы и выбоины в асфальтобетонном покрытии (Обочина),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,6078,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),asphalt,good,False,1.0,1.0,ACCEPT,0.9986,1.0,ACCEPT
Завершенные_задачи__Асфальт__,24898,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,6338,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),asphalt,good,False,0.9993,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,23526,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9838,0.9999,ACCEPT,0.9999,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,22541,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9749,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,39565,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,0.1065,REJECT,1.0,0.1065,REJECT
Завершенные_задачи__Асфальт__,17335,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),asphalt,good,False,0.9228,1.0,HUMAN_REVIEW,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,2847,Ямы и выбоины в асфальтобетонном покрытии (Парковка),asphalt,good,False,0.9937,1.0,ACCEPT,0.9964,1.0,ACCEPT
Завершенные_задачи__Асфальт__,30108,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,35142,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,8180,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9829,1.0,ACCEPT,0.9975,1.0,ACCEPT
Завершенные_задачи__Асфальт__,24807,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,0.9984,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,5164,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,0.9998,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,36178,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,0.9882,1.0,ACCEPT,0.9538,1.0,ACCEPT
Завершенные_задачи__Асфальт__,19213,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,41198,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9957,0.9997,ACCEPT,0.9999,0.9997,ACCEPT
Завершенные_задачи__Асфальт__,40535,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,23700,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,37837,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9937,0.9994,ACCEPT,1.0,0.9994,ACCEPT
Завершенные_задачи__Асфальт__,12601,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9999,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Асфальт__,4558,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,bad,False,0.7513,0.9999,HUMAN_REVIEW,0.4909,0.9999,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,3003,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9992,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,14935,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,True,0.9999,0.9981,ACCEPT,1.0,0.9981,ACCEPT
Завершенные_задачи__Асфальт__,18965,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9948,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Асфальт__,5229,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,15256,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9999,0.9988,ACCEPT,1.0,0.9988,ACCEPT
Завершенные_задачи__Асфальт__,6619,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,True,0.9999,0.9929,ACCEPT,1.0,0.9929,ACCEPT
Завершенные_задачи__Асфальт__,24911,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,False,0.9766,1.0,ACCEPT,0.9985,1.0,ACCEPT
Завершенные_задачи__Асфальт__,18217,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,29714,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.8903,1.0,HUMAN_REVIEW,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,41660,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,23909,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,0.9959,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,10659,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,0.9716,1.0,ACCEPT,0.9952,1.0,ACCEPT
Завершенные_задачи__Асфальт__,24260,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,0.9959,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,23283,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,True,0.9392,1.0,HUMAN_REVIEW,0.9991,1.0,ACCEPT
Завершенные_задачи__Асфальт__,13730,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,1.0,0.9871,ACCEPT,1.0,0.9871,ACCEPT
Завершенные_задачи__Асфальт__,17496,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,4679,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9996,1.0,ACCEPT,0.9967,1.0,ACCEPT
Завершенные_задачи__Асфальт__,39920,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,0.9959,1.0,ACCEPT,0.9139,1.0,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,41613,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,True,0.9999,1.0,ACCEPT,0.9994,1.0,ACCEPT
Завершенные_задачи__Асфальт__,11215,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.952,0.9992,ACCEPT,0.5987,0.9992,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,35005,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9992,1.0,ACCEPT,0.9993,1.0,ACCEPT
Завершенные_задачи__Асфальт__,16043,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,True,0.9999,0.9994,ACCEPT,1.0,0.9994,ACCEPT
Завершенные_задачи__Асфальт__,10708,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,0.9934,ACCEPT,1.0,0.9934,ACCEPT
Завершенные_задачи__Асфальт__,30294,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,True,0.7885,0.9999,HUMAN_REVIEW,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,24867,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9857,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Асфальт__,17691,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.8186,0.9999,HUMAN_REVIEW,0.9998,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,41943,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,True,0.8897,0.9997,HUMAN_REVIEW,1.0,0.9997,ACCEPT
Завершенные_задачи__Асфальт__,36500,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9988,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,14392,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9931,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,21252,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,True,0.9958,1.0,ACCEPT,0.9847,1.0,ACCEPT
Завершенные_задачи__Асфальт__,3665,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9954,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Асфальт__,15010,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,True,0.7173,0.9998,HUMAN_REVIEW,0.9991,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,2103,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9997,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,20673,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,,,ERROR,,,ERROR
Завершенные_задачи__Асфальт__,26290,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,17546,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,4337,Ямы и выбоины в асфальтобетонном покрытии (Остановка общественного транспорта),asphalt,good,False,0.999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,13826,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9982,0.9998,ACCEPT,0.9988,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,37170,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Асфальт__,20622,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,13934,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.8207,1.0,HUMAN_REVIEW,0.6372,1.0,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,32717,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9995,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,25928,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,42129,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9984,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Асфальт__,30071,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,0.9999,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Асфальт__,9363,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9999,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,17359,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.0,1.0,REJECT,0.0,1.0,REJECT
Завершенные_задачи__Асфальт__,9150,Ямы и выбоины в асфальтобетонном покрытии (Обочина),asphalt,good,False,0.9994,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Асфальт__,16162,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9998,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,36789,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,35322,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9296,1.0,HUMAN_REVIEW,0.3291,1.0,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,17219,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9952,0.9918,ACCEPT,0.9996,0.9918,ACCEPT
Завершенные_задачи__Асфальт__,38311,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,28077,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,38242,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,26175,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,23723,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.8551,0.987,HUMAN_REVIEW,0.9987,0.987,ACCEPT
Завершенные_задачи__Асфальт__,14373,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9999,0.8917,ACCEPT,0.9994,0.8917,ACCEPT
Завершенные_задачи__Асфальт__,9065,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,33392,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,32343,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,5957,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9983,0.9984,ACCEPT,0.9999,0.9984,ACCEPT
Завершенные_задачи__Асфальт__,3087,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9974,1.0,ACCEPT,0.9978,1.0,ACCEPT
Завершенные_задачи__Асфальт__,7185,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,1.0,1.0,ACCEPT,0.9997,1.0,ACCEPT
Завершенные_задачи__Асфальт__,10016,Ямы и выбоины в асфальтобетонном покрытии (Остановка общественного транспорта),asphalt,good,True,0.0084,1.0,REJECT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,41120,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,True,1.0,0.9999,ACCEPT,0.9997,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,10484,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.0118,0.9996,REJECT,0.8372,0.9996,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,27666,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,0.9999,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Асфальт__,39086,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9997,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,4163,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),asphalt,good,True,0.9872,0.9998,ACCEPT,0.9997,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,25216,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,0.9996,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,25009,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,39052,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9985,1.0,ACCEPT,0.996,1.0,ACCEPT
Завершенные_задачи__Асфальт__,30674,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.8217,1.0,HUMAN_REVIEW,0.7031,1.0,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,34676,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9955,0.9994,ACCEPT,0.9868,0.9994,ACCEPT
Завершенные_задачи__Асфальт__,16476,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9994,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,36256,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,752,Ямы и выбоины в асфальтобетонном покрытии (Парковка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,7507,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Асфальт__,35190,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9994,0.9992,ACCEPT,1.0,0.9992,ACCEPT
Завершенные_задачи__Асфальт__,17486,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,42006,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,0.9998,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,22293,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.1067,0.9998,REJECT,0.8625,0.9998,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,7310,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,19234,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,28492,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.8143,1.0,HUMAN_REVIEW,0.9634,1.0,ACCEPT
Завершенные_задачи__Асфальт__,10365,Ямы и выбоины в асфальтобетонном покрытии (Парковка),asphalt,good,True,1.0,0.9994,ACCEPT,0.9999,0.9994,ACCEPT
Завершенные_задачи__Асфальт__,29735,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,212,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,True,0.9999,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Асфальт__,17261,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9998,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,32806,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9992,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,11708,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.8978,1.0,HUMAN_REVIEW,0.8906,1.0,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,33271,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9997,0.9999,ACCEPT,0.9999,0.9999,ACCEPT
